,full_name,resale_price,registered_year,engine_capacity,insurance,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,transmission_type_Automatic,transmission_type_Manual
230,2019 Audi A3 35 TFSI Premium Plus,33360,2019,1395,Zero Dep,23700,First Owner,Petrol,5,192,Sedan,Gurgaon,1,0
231,2019 Audi A3 35 TFSI Premium Plus,32279,2019,1395,Zero Dep,15600,First Owner,Petrol,5,192,Sedan,Gurgaon,1,0
232,2020 Audi A4 35 QL TFSI Premium Plus,39480,2020,1395,Zero Dep,29900,First Owner,Petrol,5,1784,Sedan,Gurgaon,1,0
233,2018 Audi A3 35 TDI Technology,27480,2018,1968,Zero Dep,43500,First Owner,Diesel,5,2038,Sedan,Gurgaon,1,0
234,2019 Audi A3 35 TFSI Technology,32279,2019,1395,Zero Dep,44000,First Owner,Petrol,5,192,Sedan,Gurgaon,1,0
235,2015 Audi A6 35 TDI,22679,2015,1968,Comprehensive,85000,First Owner,Diesel,5,1853,Sedan,Gurgaon,1,0
236,2017 Hyundai i20 1.4 Sportz,6600,2017,1396,Third Party,100000,First Owner,Diesel,5,2254,Hatchback,Agra,0,1
237,2020 Maruti Swift AMT ZXI Plus,9420,2020,1197,Third Party,30000,First Owner,Petrol,5,2121,Hatchback,Lucknow,1,0
238,2015 Maruti Swift Dzire VXI,4896,2015,1197,Comprehensive,76469,First Owner,Petrol,5,2241,Sedan,Lucknow,0,1
239,2014 Honda Amaze SX i-VTEC,3959,2014,1198,Third Party,118976,First Owner,Petrol,5,18,Sedan,Lucknow,0,1
240,2018 Mahindra XUV500 W9,11424,2018,2179,Comprehensive,57689,Second Owner,Diesel,7,151,SUV,Lucknow,0,1
241,2019 Maruti Alto K10 VXI,4284,2019,998,Third Party,27817,Second Owner,Petrol,5,2439,Hatchback,Lucknow,0,1
242,2016 Maruti Celerio ZXI AT,4392,2016,998,Third Party,62001,Third Owner,Petrol,5,231,Hatchback,Lucknow,1,0
243,2018 Maruti Vitara Brezza VDi Option,7536,2018,1248,Third Party,73081,First Owner,Diesel,5,243,SUV,Lucknow,0,1
244,2021 Nissan Magnite Turbo XL BSVI,8556,2021,999,Zero Dep,26387,First Owner,Petrol,5,20,SUV,Lucknow,0,1
245,2013 Chevrolet Beat Diesel LT,1860,2013,936,Third Party,80000,Second Owner,Diesel,5,2544,Hatchback,Lucknow,0,1
246,2008 Maruti Swift Dzire VXi,2280,2008,1298,Third Party,70000,First Owner,Petrol,5,175,Sedan,Lucknow,0,1
248,2016 Maruti Ertiga SHVS VDI,7680,2016,1248,Third Party,100000,Second Owner,Diesel,7,2452,MUV,Lucknow,0,1
249,2012 Hyundai i10 Magna,3000,2012,1197,Third Party,70000,Second Owner,Petrol,5,2036,Hatchback,Lucknow,0,1
250,2015 Maruti Swift Dzire VXI,4680,2015,1197,Third Party,120000,Third Owner,Petrol,5,2085,Sedan,Lucknow,0,1
251,2015 Hyundai i20 Sportz 1.4 CRDi,6600,2015,1396,Third Party,90000,Second Owner,Diesel,5,2254,Hatchback,Lucknow,0,1
252,2022 Tata Tigor XZ Plus CNG BSVI,8736,2022,1199,Zero Dep,49551,First Owner,CNG,5,2649,Sedan,Lucknow,0,1
253,2016 Maruti Baleno 1.2 Sigma,5184,2016,1197,Third Party,91117,First Owner,Petrol,5,214,Hatchback,Lucknow,0,1
255,2017 Maruti Baleno 1.2 Delta,6072,2017,1197,Third Party,69056,First Owner,Petrol,5,214,Hatchback,Lucknow,0,1
256,2019 Maruti Baleno Delta,7607,2019,1197,Third Party,37503,First Owner,Petrol,5,2101,Hatchback,Lucknow,0,1
257,2016 Maruti Wagon R VXI BS IV,4032,2016,998,Comprehensive,47202,First Owner,Petrol,5,2051,Hatchback,Lucknow,0,1
258,2017 Honda WR-V i-VTEC S,6504,2017,1199,Third Party,37746,First Owner,Petrol,5,175,SUV,Lucknow,0,1
259,2018 Ford Ecosport 1.5 Diesel Trend Plus BSIV,7848,2018,1498,Third Party,57535,Second Owner,Diesel,5,23,SUV,Lucknow,0,1
260,2018 Hyundai i20 1.2 Spotz,6672,2018,1197,Third Party,47909,First Owner,Petrol,5,186,Hatchback,Lucknow,0,1
261,2014 Maruti Alto 800 CNG LXI,2400,2014,796,Third Party,50000,First Owner,CNG,5,3046,Hatchback,Lucknow,0,1
262,2022 Renault Kiger RXT AMT,7020,2022,999,Third Party,10000,First Owner,Petrol,5,1903,SUV,Lucknow,1,0
263,2014 Maruti Swift Dzire VDI,4560,2014,1248,Third Party,90000,Second Owner,Diesel,5,234,Sedan,Lucknow,0,1
264,2016 Ford Ecosport 1.5 TDCi Trend BSIV,7200,2016,1498,Third Party,70000,First Owner,Diesel,5,2277,SUV,Lucknow,0,1
265,2015 Mercedes-Benz CLA 200 CDI Sport,19200,2015,2143,Third Party,120000,First Owner,Diesel,5,179,Sedan,Lucknow,1,0
266,2020 Maruti Wagon R VXI,5760,2020,998,Third Party,50000,First Owner,Petrol,5,2179,Hatchback,Lucknow,0,1
267,2015 Maruti Swift VDI BSIV,4200,2015,1248,Zero Dep,69981,First Owner,Diesel,5,252,Hatchback,Lucknow,0,1
268,2018 Maruti Baleno 1.2 Delta,6492,2018,1197,Zero Dep,18185,First Owner,Petrol,5,214,Hatchback,Lucknow,0,1
269,2018 Maruti Swift Dzire ZXI 1.2,7692,2018,1197,Comprehensive,97254,Second Owner,Petrol,5,2121,Sedan,Lucknow,0,1
270,2019 Maruti Wagon R VXI,6096,2019,998,Third Party,19910,First Owner,Petrol,5,2179,Hatchback,Lucknow,0,1
271,2021 Honda Amaze S Diesel,9300,2021,1498,Third Party,40680,First Owner,Diesel,5,247,Sedan,Lucknow,0,1
273,2018 Hyundai EON Era Plus,3504,2018,814,Third Party,66198,First Owner,Petrol,5,211,Hatchback,Lucknow,0,1
274,2018 Maruti Celerio X AMT VXI Option BSIV,5760,2018,998,Third Party,97829,First Owner,Petrol,5,2163,Hatchback,Lucknow,1,0
275,2015 Honda Amaze VX i-DTEC,5819,2015,1498,Third Party,80000,Second Owner,Diesel,5,258,Sedan,Lucknow,0,1
276,2006 Honda City VTEC,1320,2006,1497,Third Party,100000,Second Owner,Petrol,5,169,Sedan,Lucknow,0,1
277,2020 Hyundai i20 Sportz Plus,7800,2020,1197,Third Party,50000,First Owner,Petrol,5,186,Hatchback,Lucknow,0,1
278,2017 Honda City i DTec V,8100,2017,1498,Third Party,90000,Second Owner,Diesel,5,26,Sedan,Lucknow,0,1
280,2010 Honda Civic 1.8 S MT,3060,2010,1799,Third Party,100000,Third Owner,Petrol,5,148,Sedan,Lucknow,0,1
281,2018 Honda Amaze V Petrol BSIV,7836,2018,1199,Zero Dep,39240,First Owner,Petrol,5,195,Sedan,Lucknow,0,1
282,2021 Maruti Vitara Brezza LXI,9420,2021,1462,Zero Dep,4055,First Owner,Petrol,5,1703,SUV,Lucknow,0,1
283,2018 Maruti Alto 800 LXI,3492,2018,796,Comprehensive,62433,First Owner,Petrol,5,247,Hatchback,Lucknow,0,1
284,2016 Maruti Swift VDI BSIV,5136,2017,1248,Third Party,46929,First Owner,Diesel,5,252,Hatchback,Lucknow,0,1
285,2017 Hyundai Creta 1.6 VTVT SX Plus,11928,2017,1591,Third Party,47000,First Owner,Petrol,5,13,SUV,Lucknow,0,1
286,2014 Hyundai EON Era Plus,2688,2014,814,Third Party,52703,First Owner,Petrol,5,211,Hatchback,Lucknow,0,1
288,2013 Maruti Swift VDI,3744,2013,1248,Third Party,117206,First Owner,Diesel,5,229,Hatchback,Lucknow,0,1
289,2017 Skoda Rapid 1.5 TDI AT Style BSIV,9768,2017,1498,Third Party,30296,First Owner,Diesel,5,2172,Sedan,Lucknow,1,0
290,2017 Hyundai EON Era Plus Option,3564,2018,814,Third Party,15614,First Owner,Petrol,5,211,Hatchback,Lucknow,0,1
291,2017 Maruti Alto 800 CNG LXI,3240,2017,796,Third Party,100000,First Owner,CNG,5,3344,Hatchback,Lucknow,0,1
292,2020 Hyundai Creta 1.6 EX Diesel,13560,2020,1582,Third Party,40000,First Owner,Diesel,5,205,SUV,Lucknow,0,1
294,2012 Skoda Rapid 1.6 TDI Active,3000,2012,1598,Third Party,110000,Second Owner,Diesel,5,205,Sedan,Lucknow,0,1
296,2018 Maruti Alto K10 LXI,3360,2018,998,Third Party,50000,Second Owner,Petrol,5,2395,Hatchback,Lucknow,0,1
297,2013 Maruti Swift VDI,3780,2013,1248,Third Party,74208,First Owner,Diesel,5,229,Hatchback,Lucknow,0,1
298,2018 Mahindra XUV500 W11 Option AT AWD,15276,2018,2179,Third Party,85663,First Owner,Diesel,7,151,SUV,Lucknow,1,0
299,2017 Maruti Ignis 1.2 AMT Zeta BSIV,6096,2017,1197,Comprehensive,29406,First Owner,Petrol,5,2089,Hatchback,Lucknow,1,0
300,2016 Maruti Celerio ZXI AMT,4584,2016,998,Third Party,72029,Second Owner,Petrol,5,26,Hatchback,Lucknow,1,0
301,2017 Maruti Vitara Brezza ZDi,8496,2017,1248,Zero Dep,89341,First Owner,Diesel,5,243,SUV,Lucknow,0,1
302,2020 Hyundai Aura SX Plus AMT,9384,2020,1197,Zero Dep,25799,First Owner,Petrol,5,201,Sedan,Lucknow,1,0
303,2018 Hyundai i20 Active 1.2 SX,7140,2018,1197,Third Party,47641,Third Owner,Petrol,5,1719,Hatchback,Lucknow,0,1
304,2019 Maruti Swift VXI,6240,2020,1197,Third Party,40584,First Owner,Petrol,5,2238,Hatchback,Lucknow,0,1
305,2017 Maruti Alto K10 VXI,3684,2018,998,Third Party,39259,First Owner,Petrol,5,2439,Hatchback,Lucknow,0,1
308,2018 Hyundai Creta 1.6 SX Diesel,12600,2018,1582,Third Party,100000,First Owner,Diesel,5,205,SUV,Lucknow,0,1
310,2022 MG Astor Sharp EX BSVI,16800,2022,1498,Third Party,30000,First Owner,Petrol,5,1543,SUV,Lucknow,0,1
311,2017 Hyundai Verna 1.4 CRDi,7080,2017,1396,Third Party,80000,Second Owner,Diesel,5,248,Sedan,Lucknow,0,1
312,2013 Maruti Swift Dzire ZDI,4560,2013,1248,Third Party,80000,Second Owner,Diesel,5,234,Sedan,Lucknow,0,1
313,2014 Maruti Swift Dzire VDI,4668,2014,1248,Comprehensive,97697,First Owner,Diesel,5,234,Sedan,Lucknow,0,1
314,2014 Maruti Swift Dzire LXI,4260,2014,1197,Comprehensive,60708,First Owner,Petrol,5,2241,Sedan,Lucknow,0,1
315,2019 Maruti Ignis 1.2 Alpha BSIV,6048,2019,1197,Third Party,72225,First Owner,Petrol,5,2089,Hatchback,Lucknow,0,1
316,2016 Renault Duster 110PS Diesel RxZ,6384,2018,1461,Third Party,94226,Second Owner,Diesel,5,196,SUV,Lucknow,0,1
317,2021 Maruti Baleno Zeta,8460,2021,1197,Third Party,22808,First Owner,Petrol,5,2101,Hatchback,Lucknow,0,1
318,2020 Maruti S-Presso VXI 2019-2022,4092,2020,998,Third Party,76980,First Owner,Petrol,5,217,Hatchback,Lucknow,0,1
319,2012 Fiat Punto 1.2 Active,1680,2012,1172,Third Party,50000,First Owner,Petrol,5,157,Hatchback,Lucknow,0,1
320,2014 Mahindra XUV500 W4,5880,2014,2179,Third Party,100000,Third Owner,Diesel,7,151,SUV,Lucknow,0,1
321,2016 Mahindra TUV 300 T4,6300,2016,1493,Third Party,100000,First Owner,Diesel,7,1849,SUV,Lucknow,0,1
323,2017 BMW X1 sDrive20d Expedition,22800,2017,1995,Third Party,100000,First Owner,Diesel,5,2068,SUV,Lucknow,1,0
324,2019 Maruti Swift ZXI Plus,6876,2019,1197,Third Party,65698,First Owner,Petrol,5,2238,Hatchback,Lucknow,0,1
325,2014 Nissan Terrano XL,4284,2014,1598,Third Party,82101,Second Owner,Petrol,5,1324,SUV,Lucknow,0,1
326,2015 Toyota Etios Liva GD,5472,2016,1364,Third Party,59819,Second Owner,Diesel,5,2359,Hatchback,Lucknow,0,1
327,2016 Maruti Alto K10 VXI,2844,2016,998,Zero Dep,115250,First Owner,Petrol,5,2439,Hatchback,Lucknow,0,1
328,2015 Hyundai Creta 1.6 VTVT SX Plus,9192,2015,1591,Comprehensive,29033,First Owner,Petrol,5,13,SUV,Lucknow,0,1
329,2015 Hyundai i20 Active 1.2 S,5748,2015,1197,Third Party,57294,Second Owner,Petrol,5,1719,Hatchback,Lucknow,0,1
330,2018 Maruti Alto 800 VXI,3240,2018,796,Third Party,32464,First Owner,Petrol,5,2205,Hatchback,Lucknow,0,1
331,2018 Tata Nexon 1.2 Revotron XMA,8292,2018,1198,Third Party,12762,First Owner,Petrol,5,17,SUV,Lucknow,1,0
332,2017 Mahindra KUV 100 NXT D75 K6 Plus,5676,2017,1198,Third Party,51719,First Owner,Diesel,6,2532,Hatchback,Lucknow,0,1
333,2011 Maruti Zen Estilo VXI BSIV,1380,2011,998,Third Party,110000,First Owner,Petrol,5,19,Hatchback,Lucknow,0,1
334,2017 Tata Safari Storme EX,8400,2017,2179,Third Party,70000,Second Owner,Diesel,7,141,SUV,Lucknow,0,1
335,2018 Maruti Swift AMT ZDI,8400,2018,1248,Third Party,60000,First Owner,Diesel,5,284,Hatchback,Lucknow,1,0
336,2022 Skoda Slavia 1.0 TSI Style BSVI,17676,2022,999,Third Party,10000,First Owner,Petrol,5,1947,Sedan,Lucknow,0,1
337,2014 Maruti Swift VDI BSIV,4800,2014,1248,Third Party,80000,Third Owner,Diesel,5,252,Hatchback,Lucknow,0,1
338,2016 Tata Safari Storme VX Varicor 400,9012,2016,2179,Third Party,80000,Second Owner,Diesel,7,141,SUV,Lucknow,0,1
339,2018 Hyundai i20 1.4 Asta Option,6840,2018,1396,Zero Dep,66141,Second Owner,Diesel,5,2254,Hatchback,Lucknow,0,1
340,2018 Tata Tiago 1.2 Revotron XZA,5268,2018,1199,Third Party,8769,Second Owner,Petrol,5,2384,Hatchback,Lucknow,1,0
341,2018 Maruti Vitara Brezza VDi Option,8868,2018,1248,Comprehensive,30806,First Owner,Diesel,5,243,SUV,Lucknow,0,1
342,2019 Maruti Alto 800 LXI,3984,2019,796,Third Party,33245,First Owner,Petrol,5,2205,Hatchback,Lucknow,0,1
343,2018 Hyundai Xcent 1.2 VTVT SX Option,7116,2018,1197,Third Party,42665,First Owner,Petrol,5,2014,Sedan,Lucknow,0,1
344,2018 Honda Amaze S i-DTEC,6419,2018,1498,Zero Dep,114431,First Owner,Diesel,5,258,Sedan,Lucknow,0,1
345,2019 Maruti Baleno 1.2 Delta,6551,2019,1197,Third Party,38658,First Owner,Petrol,5,214,Hatchback,Lucknow,0,1
346,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,6048,2019,1197,Third Party,23724,First Owner,Petrol,5,189,Hatchback,Lucknow,0,1
347,2021 Renault KWID RXL,3600,2021,799,Third Party,60000,Third Owner,Petrol,5,2225,Hatchback,Lucknow,0,1
348,2022 Maruti Wagon R VXI CNG BSVI,7800,2022,998,Third Party,70000,First Owner,CNG,5,3405,Hatchback,Lucknow,0,1
349,2012 Hyundai Verna 1.6 SX VTVT,3600,2012,1591,Third Party,110000,Second Owner,Petrol,5,1701,Sedan,Lucknow,0,1
350,2017 Tata Nexon 1.2 Revotron XM,6540,2017,1198,Third Party,20000,First Owner,Petrol,5,17,SUV,Lucknow,0,1
351,2022 Hyundai Verna SX Diesel,14400,2022,1493,Third Party,40000,First Owner,Diesel,5,25,Sedan,Lucknow,0,1
352,2016 Tata Safari Storme VX Varicor 400,9012,2016,2179,Third Party,80000,Second Owner,Diesel,7,141,SUV,Lucknow,0,1
353,2017 Renault KWID 1.0 RXT Optional AT 2016-2019,3780,2017,999,Comprehensive,34061,First Owner,Petrol,5,2301,Hatchback,Lucknow,1,0
354,2018 Hyundai Grand i10 1.2 Kappa Asta,5640,2018,1197,Third Party,51140,Second Owner,Petrol,5,189,Hatchback,Lucknow,0,1
355,2014 Hyundai i10 Magna 1.1L,2988,2014,1086,Third Party,55076,First Owner,Petrol,5,1981,Hatchback,Lucknow,0,1
356,2015 Hyundai Grand i10 CRDi Sportz,3780,2015,1120,Third Party,113593,Second Owner,Diesel,5,24,Hatchback,Lucknow,0,1
357,2016 Maruti Baleno 1.2 Delta,5628,2016,1197,Zero Dep,54091,First Owner,Petrol,5,214,Hatchback,Lucknow,0,1
358,2012 Honda City 1.5 V AT Sunroof,5928,2012,1497,Third Party,56446,Second Owner,Petrol,5,168,Sedan,Lucknow,1,0
359,2018 Hyundai Santro Sportz CNG BSIV,5712,2018,1086,Comprehensive,41609,First Owner,CNG,5,3048,Hatchback,Lucknow,0,1
360,2021 Maruti Baleno Delta,7560,2021,1197,Third Party,5806,First Owner,Petrol,5,2101,Hatchback,Lucknow,0,1
361,2019 Honda Amaze S Petrol BSIV,6540,2019,1199,Comprehensive,53873,First Owner,Petrol,5,195,Sedan,Lucknow,0,1
362,2013 Ford Ecosport 1.5 DV5 MT Titanium,3600,2013,1498,Third Party,90000,First Owner,Diesel,5,227,SUV,Lucknow,0,1
363,2020 Toyota Fortuner 2.8 2WD AT,37800,2020,2755,Third Party,60000,First Owner,Diesel,7,129,SUV,Lucknow,1,0
364,2012 Hyundai Verna 1.6 SX VTVT,4980,2012,1591,Third Party,60000,First Owner,Petrol,5,1701,Sedan,Lucknow,0,1
365,2021 Honda City V MT,10680,2021,1498,Third Party,60000,First Owner,Petrol,5,186,Sedan,Lucknow,0,1
366,2013 Maruti Ritz ZDi,2880,2013,1248,Third Party,100000,Third Owner,Diesel,5,232,Hatchback,Lucknow,0,1
367,2015 Nissan Terrano XV 110 PS,5520,2015,1461,Third Party,100000,First Owner,Diesel,5,1901,SUV,Lucknow,0,1
368,2018 Maruti Baleno 1.2 Alpha,6000,2018,1197,Third Party,50000,Second Owner,Petrol,5,214,Hatchback,Lucknow,0,1
369,2019 Maruti Wagon R LXI CNG Optional,5400,2019,998,Third Party,80000,First Owner,CNG,5,266,Hatchback,Lucknow,0,1
370,2019 Maruti Baleno 1.2 Alpha,7596,2019,1197,Third Party,15415,First Owner,Petrol,5,214,Hatchback,Lucknow,0,1
371,2018 Maruti Swift Dzire AMT VDI,7248,2018,1248,Comprehensive,55145,First Owner,Diesel,5,284,Sedan,Lucknow,1,0
372,2016 Maruti Celerio VXI AMT,3780,2017,998,Third Party,109688,First Owner,Petrol,5,2668,Hatchback,Lucknow,1,0
373,2019 Hyundai Grand i10 Nios Sportz,7919,2019,1197,Third Party,18914,First Owner,Petrol,5,207,Hatchback,Lucknow,0,1
374,2017 Hyundai EON Era Plus Option,3252,2017,814,Third Party,67328,Second Owner,Petrol,5,211,Hatchback,Lucknow,0,1
375,2018 Maruti Ignis 1.2 Zeta BSIV,5724,2018,1197,Comprehensive,81741,First Owner,Petrol,5,2089,Hatchback,Lucknow,0,1
376,2021 Maruti Swift VXI,7032,2021,1197,Zero Dep,43788,First Owner,Petrol,5,2238,Hatchback,Lucknow,0,1
377,2016 Hyundai Grand i10 Asta Option AT,4824,2016,1197,Comprehensive,51520,Second Owner,Petrol,5,189,Hatchback,Lucknow,1,0
378,2014 Maruti Swift VXI,4296,2014,1197,Comprehensive,60574,First Owner,Petrol,5,2238,Hatchback,Lucknow,0,1
379,2016 Maruti Ciaz ZXi Plus,6156,2016,1373,Third Party,85507,First Owner,Petrol,5,2073,Sedan,Lucknow,0,1
380,2014 Hyundai Grand i10 Sportz,3648,2014,1197,Third Party,100000,Third Owner,Petrol,5,189,Hatchback,Lucknow,0,1
381,2012 Mercedes-Benz C-Class C 250 CDI Elegance,8400,2012,2143,Third Party,110000,Second Owner,Diesel,5,1494,Sedan,Lucknow,1,0
383,2020 Toyota Fortuner 2.8 2WD AT,39000,2020,2755,Third Party,60000,First Owner,Diesel,7,129,SUV,Lucknow,1,0
384,2017 Ford Aspire Trend Diesel,6000,2017,1499,Third Party,70000,First Owner,Diesel,5,244,Sedan,Lucknow,0,1
385,2018 Renault KWID RXT Optional,4200,2018,799,Third Party,40000,First Owner,Petrol,5,2517,Hatchback,Lucknow,0,1
386,2017 Honda City i VTEC SV,9600,2017,1497,Third Party,70000,First Owner,Petrol,5,178,Sedan,Lucknow,0,1
387,2019 Hyundai Creta 1.4 E Plus,10800,2019,1396,Third Party,60000,First Owner,Diesel,5,221,SUV,Lucknow,0,1
388,2021 Maruti Baleno Sigma,7872,2021,1197,Zero Dep,34348,First Owner,Petrol,5,2101,Hatchback,Lucknow,0,1
389,2020 Hyundai i20 Sportz BSVI,8184,2021,1197,Third Party,34139,First Owner,Petrol,5,21,Hatchback,Lucknow,0,1
390,2016 Maruti Baleno 1.2 Sigma,4967,2016,1197,Comprehensive,91960,First Owner,Petrol,5,214,Hatchback,Lucknow,0,1
391,2016 Honda City i VTEC SV,6312,2016,1497,Comprehensive,27567,Second Owner,Petrol,5,178,Sedan,Lucknow,0,1
392,2018 Hyundai EON Era Plus,3684,2018,814,Third Party,14669,First Owner,Petrol,5,211,Hatchback,Lucknow,0,1
393,2016 Ford Ecosport 1.5 TDCi Titanium BSIV,6323,2016,1498,Third Party,60047,Second Owner,Diesel,5,2277,SUV,Lucknow,0,1
394,2021 Ford Ecosport 1.5 Diesel Titanium Plus,10152,2021,1498,Third Party,63152,First Owner,Diesel,5,217,SUV,Lucknow,0,1
395,2019 Maruti Baleno 1.3 Zeta,7668,2020,1248,Zero Dep,100250,First Owner,Diesel,5,2739,Hatchback,Lucknow,0,1
396,2017 Honda WR-V i-DTEC VX,7500,2018,1498,Comprehensive,92708,Second Owner,Diesel,5,255,SUV,Lucknow,0,1
397,2016 Maruti Ciaz ZXi,7044,2016,1373,Third Party,47075,First Owner,Petrol,5,2073,Sedan,Lucknow,0,1
398,2015 Hyundai Elantra CRDi SX AT,6180,2015,1582,Third Party,119655,Second Owner,Diesel,5,227,Sedan,Lucknow,1,0
399,2017 Skoda Rapid 1.5 TDI AT Style BSIV,7200,2017,1498,Third Party,120000,Second Owner,Diesel,5,2172,Sedan,Lucknow,1,0
400,2019 Maruti S-Presso VXI 2019-2022,4476,2019,998,Third Party,40000,First Owner,Petrol,5,217,Hatchback,Lucknow,0,1
401,2017 Renault KWID RXT AMT,3600,2017,799,Third Party,110000,Second Owner,Petrol,5,2517,Hatchback,Lucknow,1,0
402,2008 Hyundai Santro Xing GLS,1500,2008,1086,Third Party,60000,Second Owner,Petrol,5,1792,Hatchback,Lucknow,0,1
403,2016 Volkswagen Ameo 1.5 TDI Highline,5400,2016,1498,Third Party,70000,Second Owner,Diesel,5,2166,Sedan,Lucknow,0,1
404,2011 Volkswagen Polo Diesel Highline 1.2L,2160,2011,1199,Third Party,80000,Fifth Owner,Diesel,5,2207,Hatchback,Lucknow,0,1
405,2019 Mahindra Marazzo M2 BSIV,8400,2019,1497,Third Party,70000,First Owner,Diesel,7,173,MUV,Lucknow,0,1
406,2011 Maruti Swift VDI,3420,2011,1248,Third Party,90000,Fourth Owner,Diesel,5,229,Hatchback,Lucknow,0,1
407,2019 Hyundai Grand i10 Nios Magna,6659,2020,1197,Third Party,16772,Second Owner,Petrol,5,207,Hatchback,Lucknow,0,1
408,2019 Tata Tiago NRG Diesel,6012,2019,1047,Third Party,49711,First Owner,Diesel,5,27,Hatchback,Lucknow,0,1
409,2017 Hyundai Creta 1.4 E Plus CRDi,9360,2017,1396,Zero Dep,87608,First Owner,Diesel,5,221,SUV,Lucknow,0,1
410,2019 Ford Ecosport 1.5 Diesel Titanium BSIV,8520,2019,1498,Comprehensive,82812,First Owner,Diesel,5,23,SUV,Lucknow,0,1
411,2021 Honda WR-V SV,8916,2021,1199,Third Party,23673,First Owner,Petrol,5,165,SUV,Lucknow,0,1
412,2018 Tata Nexon XM Diesel,7392,2018,1497,Third Party,34139,Second Owner,Diesel,5,2322,SUV,Lucknow,0,1
413,2017 Hyundai i20 Sportz 1.2,5880,2017,1197,Third Party,64302,Second Owner,Petrol,5,186,Hatchback,Lucknow,0,1
414,2013 Hyundai Santro Xing GLS CNG,2760,2013,1086,Comprehensive,77724,Second Owner,CNG,5,1188,Hatchback,Lucknow,0,1
415,2020 Maruti Wagon R CNG LXI,6732,2020,998,Third Party,42649,First Owner,CNG,5,3252,Hatchback,Lucknow,0,1
416,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,6240,2017,1197,Comprehensive,21231,First Owner,Petrol,5,189,Hatchback,Lucknow,1,0
417,2016 Maruti Wagon R VXI BS IV,4260,2016,998,Third Party,25619,First Owner,Petrol,5,2051,Hatchback,Lucknow,0,1
418,2018 Tata Nexon KRAZ,7403,2018,1198,Comprehensive,49355,First Owner,Petrol,5,17,SUV,Lucknow,0,1
419,2011 Maruti Swift VDI,3360,2011,1248,Third Party,100000,Fourth Owner,Diesel,5,229,Hatchback,Lucknow,0,1
420,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,9600,2018,1248,Third Party,90000,First Owner,Diesel,5,251,SUV,Lucknow,0,1
421,2010 Tata Indigo TDI,1680,2010,1405,Third Party,90000,First Owner,Diesel,5,1961,Sedan,Lucknow,0,1
422,2010 Tata Indigo TDI,2700,2010,1405,Third Party,90000,First Owner,Diesel,5,1961,Sedan,Lucknow,0,1
423,2023 Maruti Baleno Sigma BSVI,8400,2023,1197,Third Party,10000,First Owner,Petrol,5,2235,Hatchback,Lucknow,0,1
424,2011 Tata Indica Aqua 1.4 TDI,1800,2011,1405,Third Party,110000,Fourth Owner,Diesel,5,17,Hatchback,Lucknow,0,1
425,2014 Ford Ecosport 1.5 DV5 MT Trend,5400,2014,1498,Third Party,80000,Second Owner,Diesel,5,227,SUV,Lucknow,0,1
427,2022 Tata Nexon XZ BSVI,10464,2022,1199,Third Party,15525,First Owner,Petrol,5,1757,SUV,Lucknow,0,1
428,2015 Maruti Celerio VXI AMT,4632,2015,998,Third Party,24371,First Owner,Petrol,5,2668,Hatchback,Lucknow,1,0
429,2016 Maruti Vitara Brezza VDi Option,6636,2016,1248,Comprehensive,106634,Second Owner,Diesel,5,243,SUV,Lucknow,0,1
430,2018 Ford Freestyle Ambiente Diesel,6048,2018,1498,Comprehensive,90038,Second Owner,Diesel,5,244,Hatchback,Lucknow,0,1
431,2015 Maruti Swift Dzire VDI,5712,2015,1248,Comprehensive,67933,Second Owner,Diesel,5,2659,Sedan,Lucknow,0,1
432,2018 Toyota Fortuner 2.8 4WD AT BSIV,35640,2018,2755,Comprehensive,29486,First Owner,Diesel,7,1504,SUV,Lucknow,1,0
433,2020 Hyundai Grand i10 1.2 Kappa Sportz BSIV,6480,2020,1197,Third Party,16996,First Owner,Petrol,5,189,Hatchback,Lucknow,0,1
434,2018 Maruti Celerio X AMT ZXI Option BSIV,4548,2019,998,Third Party,124932,First Owner,Petrol,5,2163,Hatchback,Lucknow,1,0
435,2020 Toyota Glanza V,7872,2020,1197,Comprehensive,25940,First Owner,Petrol,5,2235,Hatchback,Lucknow,0,1
436,2019 Hyundai Grand i10 Nios Magna,6000,2020,1197,Third Party,42299,Second Owner,Petrol,5,207,Hatchback,Lucknow,0,1
437,2018 Maruti Celerio X ZXI Option BSIV,5892,2018,998,Third Party,38933,First Owner,Petrol,5,2163,Hatchback,Lucknow,0,1
438,2020 Maruti SX4 S Cross Alpha,11580,2020,1462,Third Party,39300,First Owner,Petrol,5,1855,SUV,Lucknow,0,1
439,2012 Tata Indigo LX,1800,2012,1405,Third Party,120000,Second Owner,Diesel,5,17,Sedan,Lucknow,0,1
440,2018 Maruti Wagon R VXI BS IV,4500,2018,998,Third Party,60000,First Owner,Petrol,5,2051,Hatchback,Lucknow,0,1
441,2015 Nissan Terrano XL Plus 85 PS,4800,2015,1461,Third Party,70000,Second Owner,Diesel,5,2045,SUV,Lucknow,0,1
