,full_name,resale_price,registered_year,engine_capacity,insurance,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,transmission_type_Automatic,transmission_type_Manual
16015,2010 Volkswagen Vento Petrol Highline,2340,2010,1598,Third Party,80000,First Owner,Petrol,5,1504,Sedan,Mumbai,0,1
16016,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,8640,2018,1248,Third Party,90000,Second Owner,Diesel,5,251,SUV,Mumbai,0,1
16017,2017 Toyota Fortuner 2.8 4WD MT BSIV,33600,2017,2755,Third Party,90000,First Owner,Diesel,7,1424,SUV,Mumbai,0,1
16018,2016 Honda City i VTEC SV,10800,2016,1497,Third Party,10000,First Owner,Petrol,5,178,Sedan,Mumbai,0,1
16019,2013 Mercedes-Benz B Class B180 Sports,9120,2013,1595,Third Party,40000,Third Owner,Petrol,5,119,Hatchback,Mumbai,1,0
16020,2016 Audi Q3 2.0 TDI Quattro,15000,2016,1968,Third Party,120000,Second Owner,Diesel,5,1732,SUV,Mumbai,1,0
16021,2017 Mahindra XUV500 W4,9000,2017,2179,Third Party,90000,First Owner,Diesel,7,16,SUV,Mumbai,0,1
16022,2010 Honda City 1.5 V MT,2400,2010,1497,Third Party,100000,Third Owner,Petrol,5,17,Sedan,Mumbai,0,1
16023,2013 Hyundai Verna 1.6 VTVT EX AT,5220,2013,1591,Third Party,70000,Second Owner,Petrol,5,1701,Sedan,Mumbai,1,0
16024,2018 Toyota Fortuner 2.8 4WD AT BSIV,43200,2018,2755,Third Party,50000,First Owner,Diesel,7,1504,SUV,Mumbai,1,0
16025,2013 Renault Scala RxL,2712,2013,1498,Third Party,60000,Third Owner,Petrol,5,1695,Sedan,Mumbai,0,1
16027,2014 Maruti Swift ZXI,5760,2014,1197,Third Party,60000,Second Owner,Petrol,5,186,Hatchback,Mumbai,0,1
16028,2012 Ford Fiesta 1.6 SXI Duratec,2400,2012,1596,Third Party,90000,Second Owner,Petrol,5,153,Sedan,Mumbai,0,1
16029,2019 Honda WR-V Alive Edition S,8964,2019,1199,Third Party,10000,First Owner,Petrol,5,175,Hatchback,Mumbai,0,1
16030,2012 Maruti Wagon R VXI BS IV,2880,2012,998,Third Party,70000,Third Owner,Petrol,5,189,Hatchback,Mumbai,0,1
16031,2020 MG Hector Hybrid Sharp MT BSIV,18300,2020,1451,Third Party,50000,First Owner,Petrol,5,1581,SUV,Mumbai,0,1
16032,2020 Hyundai Venue SX Opt Turbo,10800,2020,998,Third Party,90000,First Owner,Petrol,5,1827,SUV,Mumbai,0,1
16034,2013 Chevrolet Beat PS,1440,2013,1199,Third Party,30000,First Owner,Petrol,5,186,Hatchback,Mumbai,0,1
16035,2022 MG Astor Savvy CVT Red BSVI,20400,2022,1498,Third Party,70000,First Owner,Petrol,5,1485,SUV,Mumbai,1,0
16036,2015 Skoda Octavia Elegance 2.0 TDI AT,9600,2015,1968,Third Party,100000,First Owner,Diesel,5,193,Sedan,Mumbai,1,0
16037,2011 Hyundai i20 1.2 Asta,2520,2011,1197,Third Party,50000,First Owner,Petrol,5,17,Hatchback,Mumbai,0,1
16038,2013 BMW 5 Series 520d Luxury Line,15000,2013,1995,Third Party,80000,Second Owner,Diesel,5,1812,Sedan,Mumbai,1,0
16039,2013 BMW 5 Series 520d Luxury Line,14400,2013,1995,Third Party,80000,Second Owner,Diesel,5,1812,Sedan,Mumbai,1,0
16040,2014 Honda Amaze VX AT i-Vtech,5400,2014,1198,Third Party,70000,Second Owner,Petrol,5,155,Sedan,Mumbai,1,0
16041,2018 Maruti Wagon R LXI CNG,4080,2018,998,Third Party,50000,Second Owner,CNG,5,266,Hatchback,Mumbai,0,1
16042,2022 Hyundai i20 Asta Opt IVT BSVI,13800,2022,1197,Third Party,10000,First Owner,Petrol,5,1965,Hatchback,Mumbai,1,0
16043,2014 Nissan Terrano XL Plus 85 PS,7800,2014,1461,Third Party,120000,First Owner,Diesel,5,2045,SUV,Mumbai,0,1
16044,2015 Mercedes-Benz GLA Class 200 CDI,21600,2015,2143,Third Party,60000,Second Owner,Diesel,5,179,SUV,Mumbai,1,0
16046,2018 Ford Freestyle Titanium Plus Petrol BSIV,7200,2018,1194,Third Party,40000,Second Owner,Petrol,5,19,Hatchback,Mumbai,0,1
16047,2011 Maruti Ritz VXI,2940,2011,1197,Third Party,50000,First Owner,Petrol,5,211,Hatchback,Mumbai,0,1
16049,2018 Honda Amaze VX i-VTEC,8340,2018,1198,Third Party,50000,First Owner,Petrol,5,178,Sedan,Mumbai,0,1
16050,2015 Nissan Terrano XE 85 PS,7500,2015,1461,Third Party,80000,First Owner,Diesel,5,2045,SUV,Mumbai,0,1
16052,2013 Maruti Swift LXI,3900,2013,1197,Third Party,40000,First Owner,Petrol,5,186,Hatchback,Mumbai,0,1
16053,2010 Hyundai i20 1.2 Magna,2160,2010,1197,Third Party,60000,Second Owner,Petrol,5,185,Hatchback,Mumbai,0,1
16054,2014 Ford Ecosport 1.5 DV5 MT Titanium,5460,2014,1498,Third Party,100000,Second Owner,Diesel,5,227,SUV,Mumbai,0,1
16055,2011 Hyundai i20 1.2 Magna,2160,2011,1197,Third Party,60000,Second Owner,Petrol,5,185,Hatchback,Mumbai,0,1
16056,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,6600,2019,1197,Third Party,10000,First Owner,Petrol,5,189,Hatchback,Mumbai,0,1
16059,2022 Toyota Urban cruiser Premium,11639,2022,1462,Third Party,20000,Third Owner,Petrol,5,1703,SUV,Mumbai,0,1
16061,2018 Maruti Vitara Brezza VDi,8400,2018,1248,Third Party,40000,First Owner,Diesel,5,243,SUV,Mumbai,0,1
16062,2021 Tata Nexon XZ Plus (O) BSVI,13200,2021,1199,Third Party,10000,First Owner,Petrol,5,1757,SUV,Mumbai,0,1
16063,2016 Skoda Rapid 1.5 TDI Ambition,5220,2016,1498,Third Party,70000,First Owner,Diesel,5,2114,Sedan,Mumbai,0,1
16064,2015 Maruti Ciaz ZDi,6360,2015,1248,Third Party,100000,Second Owner,Diesel,5,2621,Sedan,Mumbai,0,1
16065,2014 Maruti Ertiga VDI,6000,2014,1248,Third Party,120000,First Owner,Diesel,7,2077,MUV,Mumbai,0,1
16066,2011 Hyundai i10 Sportz,2400,2011,1197,Third Party,60000,First Owner,Petrol,5,2036,Hatchback,Mumbai,0,1
16067,2010 Ford Figo Diesel ZXI,1440,2010,1399,Third Party,120000,Second Owner,Diesel,5,20,Hatchback,Mumbai,0,1
16069,2016 Hyundai Creta 1.6 VTVT SX Plus,9600,2016,1591,Third Party,40000,First Owner,Petrol,5,13,SUV,Mumbai,0,1
16070,2012 Maruti Ertiga VDI,7356,2012,1248,Comprehensive,94671,First Owner,Diesel,7,2077,MUV,Mumbai,0,1
16071,2016 Hyundai Grand i10 Sportz,5064,2016,1197,Comprehensive,80177,First Owner,Petrol,5,189,Hatchback,Mumbai,0,1
16072,2013 Hyundai Verna 1.6 EX VTVT,4380,2013,1591,Comprehensive,41344,Third Owner,Petrol,5,1701,Sedan,Mumbai,0,1
16073,2016 Maruti Ertiga VXI CNG,9564,2016,1462,Comprehensive,97784,First Owner,CNG,7,2611,MUV,Mumbai,0,1
16074,2014 Maruti Ertiga VXI CNG,8051,2014,1462,Comprehensive,85406,Second Owner,CNG,7,2611,MUV,Mumbai,0,1
16075,2014 Maruti Celerio VXI CNG,4056,2014,998,Comprehensive,80963,First Owner,CNG,5,356,Hatchback,Mumbai,0,1
16076,2018 Honda City i-VTEC CVT ZX,10380,2018,1497,Third Party,39482,Second Owner,Petrol,5,18,Sedan,Mumbai,1,0
16077,2015 Honda Jazz 1.2 VX i VTEC,5592,2015,1199,Third Party,72596,Third Owner,Petrol,5,187,Hatchback,Mumbai,0,1
16078,2019 Renault KWID Climber 1.0 AMT,5340,2020,999,Comprehensive,19640,Second Owner,Petrol,5,2404,Hatchback,Mumbai,1,0
16079,2012 Maruti Swift Dzire VXI,4572,2012,1197,Comprehensive,29634,First Owner,Petrol,5,2241,Sedan,Mumbai,0,1
16080,2017 Hyundai Grand i10 1.2 Kappa Asta,6023,2017,1197,Comprehensive,100006,Second Owner,Petrol,5,189,Hatchback,Mumbai,0,1
16081,2017 Maruti Baleno RS 1.0 Petrol,6419,2018,998,Third Party,23879,Third Owner,Petrol,5,211,Hatchback,Mumbai,0,1
16082,2019 Volkswagen T-Roc TSI,23940,2020,1498,Comprehensive,79000,First Owner,Petrol,5,184,SUV,Bangalore,1,0
16083,2019 Ford Ecosport 1.5 Petrol Trend Plus AT BSIV,10800,2019,1497,Comprehensive,33000,Second Owner,Petrol,5,148,SUV,Bangalore,1,0
16084,2019 Mercedes-Benz E-Class Exclusive E 220d,58199,2019,1950,Comprehensive,47000,First Owner,Diesel,5,161,Sedan,Bangalore,1,0
16085,2020 Skoda Rapid 1.0 TSI Ambition AT,13740,2020,999,Comprehensive,40844,First Owner,Petrol,5,1624,Sedan,Bangalore,1,0
16087,2018 Mahindra Bolero Power Plus ZLX,10139,2018,1493,Comprehensive,77000,First Owner,Diesel,7,165,SUV,Bangalore,0,1
16088,2014 Honda City i VTEC V,7200,2014,1497,Third Party,59603,First Owner,Petrol,5,178,Sedan,Bangalore,0,1
16089,2015 Renault Lodgy 110PS RxZ 7 Seater,6180,2015,1461,Comprehensive,125903,Second Owner,Diesel,7,1998,MUV,Bangalore,0,1
16092,2015 Honda Brio VX AT,6419,2015,1198,Comprehensive,27000,Second Owner,Petrol,5,165,Hatchback,Bangalore,1,0
16093,2012 Maruti Swift Dzire ZXI,5340,2012,1197,Comprehensive,70000,Second Owner,Petrol,5,191,Sedan,Bangalore,0,1
16094,2017 Mercedes-Benz CLA 200 CDI Sport,29340,2017,2143,Comprehensive,57000,Second Owner,Diesel,5,179,Sedan,Bangalore,1,0
16095,2018 Hyundai Creta 1.6 CRDi AT SX Plus,17820,2018,1582,Comprehensive,65000,First Owner,Diesel,5,1701,SUV,Bangalore,1,0
16096,2019 Maruti Swift VXI BSIV,7800,2019,1197,Comprehensive,98000,First Owner,Petrol,5,22,Hatchback,Bangalore,0,1
16098,2018 Hyundai i20 Petrol Asta Option,9588,2018,1197,Comprehensive,33040,Second Owner,Petrol,5,186,Hatchback,Bangalore,0,1
16099,2021 Toyota Glanza G CVT,11220,2021,1197,Third Party,27655,First Owner,Petrol,5,1956,Hatchback,Bangalore,1,0
16100,2018 BMW 3 Series GT Luxury Line,45900,2018,1995,Third Party,14955,First Owner,Diesel,5,2176,Sedan,Bangalore,1,0
16101,2016 Hyundai Grand i10 Asta,6300,2016,1197,Comprehensive,44000,First Owner,Petrol,5,189,Hatchback,Bangalore,0,1
16103,2023 Honda City CVT,21300,2023,1497,Comprehensive,1858,First Owner,Petrol,5,164,Sedan,Bangalore,1,0
16104,2015 Honda Amaze VX Petrol,5700,2016,1199,Comprehensive,69607,First Owner,Petrol,5,186,Sedan,Bangalore,0,1
16105,2016 Hyundai Creta 1.6 VTVT S,10740,2016,1591,Comprehensive,45000,Second Owner,Petrol,5,1529,SUV,Bangalore,0,1
16107,2022 BMW X3 xDrive 20d Luxury Line,86100,2022,1995,Comprehensive,9000,First Owner,Diesel,5,1655,SUV,Bangalore,1,0
16108,2021 Volkswagen Tiguan Allspace 4Motion,39300,2021,1984,Comprehensive,21000,First Owner,Petrol,7,1701,SUV,Bangalore,1,0
16109,2019 Volvo XC40 D4 R-Design,45000,2019,1969,Comprehensive,38000,First Owner,Diesel,5,18,SUV,Bangalore,1,0
16110,2017 Mercedes-Benz E-Class E250 CDI Avantgarde,36900,2017,2143,Comprehensive,33000,Second Owner,Diesel,5,1421,Sedan,Bangalore,1,0
16111,2011 Fiat Linea Active,2400,2012,1368,Third Party,55781,Second Owner,Petrol,5,146,Sedan,Bangalore,0,1
16112,2017 Maruti Baleno Zeta,7800,2017,1197,Comprehensive,54845,First Owner,Petrol,5,2101,Hatchback,Bangalore,0,1
16113,2016 Honda Amaze VX Petrol,6600,2016,1199,Comprehensive,27048,First Owner,Petrol,5,186,Sedan,Bangalore,0,1
16114,2015 Ford Aspire 1.5 Ti-VCT Titanium,5520,2016,1499,Comprehensive,71545,First Owner,Petrol,5,1701,Sedan,Bangalore,1,0
16115,2014 Maruti Celerio VXI AT,5400,2015,998,Comprehensive,40659,First Owner,Petrol,5,231,Hatchback,Bangalore,1,0
16116,2018 Land Rover Discovery Sport SD4 HSE Luxury 7S,53340,2018,2179,Comprehensive,61000,First Owner,Diesel,7,1251,SUV,Bangalore,1,0
16117,2014 Mercedes-Benz M-Class ML 250 CDI,32279,2014,2143,Comprehensive,97542,First Owner,Diesel,5,1526,SUV,Bangalore,1,0
16119,2018 Honda City i-VTEC VX,11940,2018,1497,Third Party,31346,Second Owner,Petrol,5,174,Sedan,Bangalore,0,1
16120,2020 Maruti Ciaz Alpha AT BSVI,12300,2020,1462,Third Party,15727,Second Owner,Petrol,5,2004,Sedan,Bangalore,1,0
16121,2020 Maruti Baleno Delta CVT,9900,2021,1197,Third Party,36538,First Owner,Petrol,5,1956,Hatchback,Bangalore,1,0
16123,2013 Hyundai Verna 1.6 SX,7500,2013,1582,Comprehensive,110000,First Owner,Diesel,5,2232,Sedan,Bangalore,0,1
16124,2015 Maruti Ertiga VDI,9300,2015,1248,Comprehensive,105506,First Owner,Diesel,7,2077,MUV,Bangalore,0,1
16125,2008 Maruti Wagon R VXI,2880,2008,998,Comprehensive,57709,First Owner,Petrol,5,189,Hatchback,Bangalore,0,1
16127,2022 Skoda Kushaq 1.0 TSI Style,20340,2022,999,Comprehensive,20000,First Owner,Petrol,5,1809,SUV,Bangalore,0,1
16128,2021 Tata Harrier XZ BSVI,22620,2021,1956,Third Party,54568,Second Owner,Diesel,5,1635,SUV,Bangalore,0,1
16129,2017 Volkswagen Polo GT TSI,11100,2017,1197,Comprehensive,70446,First Owner,Petrol,5,1721,Hatchback,Bangalore,1,0
16130,2017 Volkswagen Polo GT TSI,11100,2017,1197,Third Party,60528,Second Owner,Petrol,5,1721,Hatchback,Bangalore,1,0
16131,2021 Volkswagen Taigun 1.0 TSI Topline BSVI,19020,2022,999,Comprehensive,7132,First Owner,Petrol,5,2008,SUV,Bangalore,0,1
16132,2018 Hyundai i20 1.2 Asta,9588,2018,1197,Comprehensive,21280,First Owner,Petrol,5,186,Hatchback,Bangalore,0,1
16133,2018 Jeep Compass 2.0 Limited 4X4,21588,2019,1956,Third Party,56189,First Owner,Diesel,5,163,SUV,Bangalore,0,1
16134,2013 Renault Duster 85PS Diesel RxL,6900,2013,1461,Comprehensive,64000,Second Owner,Diesel,5,2045,SUV,Bangalore,0,1
16136,2017 Mahindra XUV500 W10 2WD,16620,2017,2179,Comprehensive,79263,Second Owner,Diesel,7,16,SUV,Bangalore,0,1
16137,2014 Volkswagen Polo Diesel Highline 1.2L,6120,2014,1199,Comprehensive,77000,Second Owner,Diesel,5,2207,Hatchback,Bangalore,0,1
16138,2020 Volkswagen Polo 1.0 TSI Highline Plus,11460,2020,999,Comprehensive,31862,First Owner,Petrol,5,1824,Hatchback,Bangalore,0,1
16139,2022 Tata Nexon XZ Plus (O) Dark Edition BSVI,16139,2022,1199,Comprehensive,9890,First Owner,Petrol,5,1757,SUV,Bangalore,0,1
16140,2018 Mahindra XUV500 W11 BSIV,21180,2018,2179,Comprehensive,40004,First Owner,Diesel,7,151,SUV,Bangalore,0,1
16141,2019 Honda City i-VTEC VX,12539,2019,1497,Comprehensive,14715,First Owner,Petrol,5,174,Sedan,Bangalore,0,1
16142,2013 Honda Amaze S Petrol,3959,2013,1199,Comprehensive,84146,First Owner,Petrol,5,186,Sedan,Bangalore,0,1
16143,2019 Honda Jazz VX CVT,10200,2019,1199,Comprehensive,28737,First Owner,Petrol,5,182,Hatchback,Bangalore,1,0
16144,2014 Honda City i VTEC CVT VX,6240,2014,1497,Comprehensive,102662,First Owner,Petrol,5,18,Sedan,Bangalore,1,0
16145,2020 Kia Seltos GTK,19140,2020,1353,Comprehensive,42000,First Owner,Petrol,5,161,SUV,Bangalore,0,1
16146,2022 Honda City CVT,19020,2022,1497,Comprehensive,19508,First Owner,Petrol,5,164,Sedan,Bangalore,1,0
16147,2015 Ford Ecosport 1.5 Petrol Titanium AT,7500,2015,1496,Comprehensive,100000,Second Owner,Petrol,5,147,SUV,Bangalore,1,0
16148,2017 Honda WR-V i-VTEC VX,10380,2017,1199,Third Party,36887,First Owner,Petrol,5,175,SUV,Bangalore,0,1
16150,2010 Honda City 1.5 S MT,4500,2010,1497,Comprehensive,68220,First Owner,Petrol,5,17,Sedan,Bangalore,0,1
16152,2018 Mahindra Thar CRDe,11820,2018,2498,Third Party,59889,First Owner,Diesel,6,1655,SUV,Bangalore,0,1
16153,2017 Maruti Baleno 1.2 Zeta,8388,2017,1197,Third Party,50035,First Owner,Petrol,5,214,Hatchback,Bangalore,0,1
16154,2011 Maruti Zen Estilo LXI BSIII,2640,2011,998,Comprehensive,38595,First Owner,Petrol,5,182,Hatchback,Bangalore,0,1
16155,2019 Hyundai i20 Sportz Plus,9900,2019,1197,Comprehensive,38500,First Owner,Petrol,5,186,Hatchback,Bangalore,0,1
16156,2018 Honda City ZX CVT,11940,2018,1498,Comprehensive,90000,First Owner,Petrol,5,183,Sedan,Bangalore,1,0
16157,2016 Honda City i DTec V,9540,2016,1498,Comprehensive,91000,Second Owner,Diesel,5,26,Sedan,Bangalore,0,1
16158,2015 Hyundai i20 Sportz Option 1.2,7500,2015,1197,Comprehensive,90000,Second Owner,Petrol,5,186,Hatchback,Bangalore,0,1
16159,2017 Maruti Baleno 1.2 CVT Zeta,8700,2017,1197,Comprehensive,23000,Second Owner,Petrol,5,214,Hatchback,Bangalore,1,0
16161,2016 BMW 3 Series 320d,26376,2017,1995,Third Party,39157,Second Owner,Diesel,5,2269,Sedan,Bangalore,1,0
16162,2008 Toyota Innova 2.5 V Diesel 7-seater,9900,2008,2494,Comprehensive,162000,First Owner,Diesel,7,128,MUV,Bangalore,0,1
16163,2018 Honda Amaze V Petrol BSIV,9084,2018,1199,Third Party,33242,Second Owner,Petrol,5,195,Sedan,Bangalore,0,1
16164,2017 Mahindra XUV500 W10 2WD,18180,2017,2179,Third Party,46706,First Owner,Diesel,7,16,SUV,Bangalore,0,1
16165,2016 Hyundai i20 Asta 1.2,8340,2016,1197,Third Party,45578,First Owner,Petrol,5,186,Hatchback,Bangalore,0,1
16166,2017 Audi Q3 35 TDI Quattro Premium Plus,29940,2017,1968,Comprehensive,62000,First Owner,Diesel,5,1573,SUV,Bangalore,1,0
16168,2018 Mercedes-Benz C-Class Progressive C 220d,39588,2018,1950,Comprehensive,52721,First Owner,Diesel,5,126,Sedan,Bangalore,1,0
16169,2019 Honda Amaze V CVT Petrol BSIV,10056,2019,1199,Third Party,16883,First Owner,Petrol,5,19,Sedan,Bangalore,1,0
16170,2013 Renault Duster 110PS Diesel RxZ,7500,2013,1461,Comprehensive,86000,Second Owner,Diesel,5,196,SUV,Bangalore,0,1
16171,2016 Skoda Octavia 1.8 TSI AT Style,13500,2016,1798,Comprehensive,88000,First Owner,Petrol,5,151,Sedan,Bangalore,1,0
16172,2020 Jeep Compass 2.0 Limited Plus AT,30540,2020,1956,Comprehensive,34000,First Owner,Diesel,5,171,SUV,Bangalore,1,0
16173,2013 Skoda Fabia 1.2 TDI Ambition Plus,4140,2013,1199,Comprehensive,110000,First Owner,Diesel,5,2086,Hatchback,Bangalore,0,1
16174,2019 Hyundai Venue SX Opt Turbo BSIV,13188,2019,998,Third Party,20469,First Owner,Petrol,5,1827,SUV,Bangalore,0,1
16175,2019 Volkswagen Polo 1.0 MPI Highline Plus,10500,2019,999,Comprehensive,25829,First Owner,Petrol,5,1878,Hatchback,Bangalore,0,1
16176,2016 Maruti Celerio VXI,5819,2016,998,Comprehensive,36913,First Owner,Petrol,5,231,Hatchback,Bangalore,0,1
16177,2018 Hyundai i20 1.4 Sportz,9300,2018,1396,Comprehensive,34000,First Owner,Diesel,5,2254,Hatchback,Bangalore,0,1
16178,2016 Maruti Celerio ZXI AT,6300,2016,998,Comprehensive,48041,Second Owner,Petrol,5,231,Hatchback,Bangalore,1,0
16179,2017 Volkswagen Polo GT TSI,11100,2017,1197,Comprehensive,62984,Second Owner,Petrol,5,172,Hatchback,Bangalore,1,0
16180,2018 Ford Ecosport 1.5 Diesel Titanium BSIV,11339,2018,1498,Third Party,30871,First Owner,Diesel,5,23,SUV,Bangalore,0,1
16181,2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,11339,2018,1497,Third Party,49461,First Owner,Petrol,5,148,SUV,Bangalore,1,0
16182,2018 Hyundai Creta 1.6 VTVT AT SX Plus,15588,2018,1591,Comprehensive,42812,Second Owner,Petrol,5,13,SUV,Bangalore,1,0
16183,2016 Mahindra XUV500 AT W10 FWD,16380,2016,2179,Third Party,66977,First Owner,Diesel,7,16,SUV,Bangalore,1,0
16184,2021 Hyundai Venue SX Turbo iMT,13020,2021,998,Third Party,29916,First Owner,Petrol,5,18,SUV,Bangalore,0,1
16185,2022 Skoda Slavia 1.0 TSI Ambition AT BSVI,17856,2022,999,Third Party,10066,First Owner,Petrol,5,1807,Sedan,Bangalore,1,0
16186,2019 Skoda Rapid 1.6 MPI AT Ambition BSIV,11268,2019,1598,Comprehensive,39243,Second Owner,Petrol,5,1484,Sedan,Bangalore,1,0
16187,2017 Skoda Rapid 1.6 MPI AT Ambition BSIV,10656,2018,1598,Third Party,36309,Second Owner,Petrol,5,1484,Sedan,Bangalore,1,0
16188,2012 Honda City 1.5 S MT,5100,2012,1497,Comprehensive,58404,First Owner,Petrol,5,17,Sedan,Bangalore,0,1
16189,2014 Maruti Celerio VXI AT,5100,2014,998,Third Party,69408,First Owner,Petrol,5,231,Hatchback,Bangalore,1,0
16190,2019 Honda Amaze V CVT Petrol BSIV,9816,2019,1199,Third Party,12064,Second Owner,Petrol,5,19,Sedan,Bangalore,1,0
16191,2013 Mercedes-Benz E-Class E250 CDI Avantgarde,23328,2013,2143,Comprehensive,74000,First Owner,Diesel,5,1421,Sedan,Bangalore,1,0
16192,2018 Mercedes-Benz E-Class Exclusive E 220 d BSIV,67176,2018,1950,Comprehensive,26000,Second Owner,Diesel,5,161,Sedan,Bangalore,1,0
16193,2017 Hyundai Creta 1.6 CRDi SX,13727,2017,1582,Comprehensive,93000,First Owner,Diesel,5,1967,SUV,Bangalore,0,1
16194,2011 Volkswagen Vento Diesel Highline,5688,2011,1598,Comprehensive,89000,Second Owner,Diesel,5,2054,Sedan,Bangalore,0,1
16195,2015 Honda City i VTEC SV,7200,2015,1497,Comprehensive,40765,First Owner,Petrol,5,178,Sedan,Bangalore,0,1
16197,2011 Maruti Swift VXI,4500,2011,1197,Third Party,70000,First Owner,Petrol,5,2121,Hatchback,Bangalore,0,1
16199,2014 BMW 3 Series 320d Luxury Line,19728,2014,1995,Comprehensive,98000,Second Owner,Diesel,5,2269,Sedan,Bangalore,1,0
16200,2017 Maruti Wagon R VXI AMT,6468,2017,998,Comprehensive,21000,First Owner,Petrol,5,2179,Hatchback,Bangalore,1,0
16201,2016 Mahindra XUV500 AT W10 FWD,16200,2016,2179,Comprehensive,71000,First Owner,Diesel,7,16,SUV,Bangalore,1,0
16202,2020 Honda Jazz VX CVT,10620,2020,1199,Comprehensive,13512,First Owner,Petrol,5,182,Hatchback,Bangalore,1,0
16203,2021 Honda City SV MT,12000,2021,1497,Comprehensive,46062,First Owner,Petrol,5,174,Sedan,Bangalore,0,1
16204,2018 Toyota Fortuner 2.8 2WD MT BSIV,38328,2018,2755,Comprehensive,174000,First Owner,Diesel,7,1424,SUV,Bangalore,0,1
16205,2016 Hyundai Grand i10 Asta Option AT,7020,2016,1197,Comprehensive,58000,Second Owner,Petrol,5,189,Hatchback,Bangalore,1,0
16206,2010 Volvo XC 90 D5 AT AWD,13080,2010,2400,Comprehensive,170402,Second Owner,Diesel,7,111,SUV,Bangalore,1,0
16207,2016 Audi A4 35 TDI Premium Plus,25200,2016,1968,Comprehensive,30000,Second Owner,Diesel,5,1825,Sedan,Bangalore,1,0
16208,2021 Volkswagen Taigun 1.0 TSI Topline BSVI,18539,2021,999,Comprehensive,32746,First Owner,Petrol,5,2008,SUV,Bangalore,0,1
16209,2017 Skoda Octavia Style Plus 1.8 TSI AT,22740,2017,1798,Comprehensive,35038,First Owner,Petrol,5,147,Sedan,Bangalore,1,0
16211,2018 Honda City 1.5 V MT Exclusive,12000,2018,1497,Comprehensive,9982,First Owner,Petrol,5,17,Sedan,Bangalore,0,1
16212,2016 Maruti Ciaz ZXi Plus,8400,2017,1373,0,114321,Second Owner,Petrol,5,2073,Sedan,Bangalore,0,1
16213,2020 Audi A3 35 TDI Premium Plus,34500,2020,1968,Comprehensive,22000,First Owner,Diesel,5,2038,Sedan,Bangalore,1,0
16214,2017 BMW 3 Series 320d Edition Sport,27300,2017,1995,Comprehensive,68000,Second Owner,Diesel,5,2269,Sedan,Bangalore,1,0
16215,2022 Hyundai Venue SX Plus Turbo DCT,16380,2022,998,Comprehensive,19000,First Owner,Petrol,5,1815,SUV,Bangalore,1,0
16216,2018 BMW X1 sDrive 20d xLine,36300,2018,1995,Comprehensive,49000,First Owner,Diesel,5,2068,SUV,Bangalore,1,0
16218,2017 Hyundai Creta 1.6 SX Automatic Diesel,14940,2017,1582,Comprehensive,79000,First Owner,Diesel,5,176,SUV,Bangalore,1,0
16219,2019 Hyundai Creta 1.6 SX,14340,2019,1591,Comprehensive,75000,First Owner,Petrol,5,158,SUV,Bangalore,0,1
16220,2019 Hyundai Grand i10 Sportz Petrol BSIV,7488,2019,1197,Comprehensive,35000,First Owner,Petrol,5,189,Hatchback,Bangalore,0,1
16221,2011 Honda City 1.5 V MT Exclusive,4800,2011,1497,Comprehensive,80593,First Owner,Petrol,5,17,Sedan,Bangalore,0,1
16222,2011 Hyundai Verna 1.6 SX,5580,2011,1582,Comprehensive,85000,Third Owner,Diesel,5,2232,Sedan,Bangalore,0,1
16223,2018 Honda City i VTEC CVT VX,12600,2018,1497,Third Party,48979,First Owner,Petrol,5,18,Sedan,Bangalore,1,0
16225,2021 Honda Amaze VX Diesel,10380,2021,1498,Comprehensive,1500,First Owner,Diesel,5,247,Sedan,Bangalore,0,1
16226,2011 BMW 5 Series 520d Sedan,17076,2011,1995,Comprehensive,70000,Second Owner,Diesel,5,1848,Sedan,Bangalore,1,0
16227,2017 Mahindra XUV500 AT W10 FWD,21000,2017,2179,Third Party,30000,First Owner,Diesel,7,16,SUV,Bangalore,1,0
16229,2016 Volvo XC 90 D5 Inscription BSIV,59700,2016,1969,Comprehensive,63000,Second Owner,Diesel,7,172,SUV,Bangalore,1,0
16230,2018 Maruti Vitara Brezza LDi,10200,2018,1248,Comprehensive,109000,First Owner,Diesel,5,243,SUV,Bangalore,0,1
16231,2016 Honda Jazz V CVT,7800,2016,1199,Comprehensive,49000,First Owner,Petrol,5,182,Hatchback,Bangalore,1,0
16232,2014 Maruti Celerio VXI AT,5100,2014,998,Comprehensive,53000,Second Owner,Petrol,5,231,Hatchback,Bangalore,1,0
16233,2017 Mercedes-Benz GLE 250d,57000,2017,2143,Comprehensive,27000,First Owner,Diesel,5,179,SUV,Bangalore,1,0
16234,2019 Jaguar XE 2.0L Diesel Portfolio,42000,2019,1999,Comprehensive,20000,Second Owner,Diesel,5,135,Sedan,Bangalore,1,0
16235,2019 Audi Q5 35TDI Technology,53700,2019,1968,Comprehensive,36000,First Owner,Diesel,5,1701,SUV,Bangalore,1,0
16236,2018 Hyundai i20 Petrol CVT Asta,8352,2018,1197,Third Party,70506,First Owner,Petrol,5,174,Hatchback,Bangalore,1,0
16237,2010 Maruti Wagon R LXI BS IV,3492,2010,998,Third Party,63605,First Owner,Petrol,5,189,Hatchback,Bangalore,0,1
